Table Names,Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Sales,Quantity,Profit,Order Date,Ship Date,Region,Product Name,Discount
Orders_Central.csv,5329,CA-2016-120320,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036,TEC-PH-10000149,Technology,Phones,31.92,2,2.394,05-03-16 0:00,09-03-16 0:00,Central,Cisco SPA525G2 IP Phone - Wireless,0.2
Orders_Central.csv,5343,US-2015-168501,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,OFF-EN-10001509,Office Supplies,Envelopes,1.632,1,0.5508,21-11-15 0:00,27-11-15 0:00,Central,Poly String Tie Envelopes,0.2
Orders_Central.csv,5344,US-2015-168501,Standard Class,JK-15325,Jason Klamczynski,Corporate,United States,Dallas,Texas,75220,TEC-PH-10004922,Technology,Phones,267.96,5,16.7475,21-11-15 0:00,27-11-15 0:00,Central,RCA Visys Integrated PBX 8-Line Router,0.2
Orders_Central.csv,5349,CA-2016-149811,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,OFF-BI-10003676,Office Supplies,Binders,32.34,3,15.5232,04-01-16 0:00,10-01-16 0:00,Central,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",None
Orders_Central.csv,5350,CA-2016-149811,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Woodbury,Minnesota,55125,OFF-PA-10004082,Office Supplies,Paper,39.9,5,19.95,04-01-16 0:00,10-01-16 0:00,Central,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",None
Orders_Central.csv,5351,US-2018-103814,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Park Ridge,Illinois,60068,OFF-PA-10001019,Office Supplies,Paper,143.856,9,48.5514,09-12-18 0:00,16-12-18 0:00,Central,Xerox 1884,0.2
Orders_Central.csv,5352,CA-2017-123932,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217,OFF-PA-10004665,Office Supplies,Paper,41.92,4,15.196,06-09-17 0:00,12-09-17 0:00,Central,Advantus Motivational Note Cards,0.2
Orders_Central.csv,5353,CA-2017-123932,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Dallas,Texas,75217,TEC-PH-10002447,Technology,Phones,329.584,2,37.0782,06-09-17 0:00,12-09-17 0:00,Central,AT&T CL83451 4-Handset Telephone,0.2
Orders_Central.csv,5362,CA-2018-100951,First Class,NC-18625,Noah Childs,Corporate,United States,Dallas,Texas,75217,OFF-ST-10001496,Office Supplies,Storage,720.76,5,54.057,09-06-18 0:00,10-06-18 0:00,Central,Standard Rollaway File with Lock,0.2
Orders_Central.csv,5363,CA-2017-122017,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Wichita,Kansas,67212,FUR-FU-10000672,Furniture,Furnishings,70.56,6,23.9904,29-12-17 0:00,02-01-18 0:00,Central,"Executive Impressions 10"" Spectator Wall Clock",None
Orders_Central.csv,5364,CA-2017-122017,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Wichita,Kansas,67212,OFF-AP-10001293,Office Supplies,Appliances,81.96,2,22.9488,29-12-17 0:00,02-01-18 0:00,Central,Belkin 8 Outlet Surge Protector,None
Orders_Central.csv,5366,CA-2017-107790,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Houston,Texas,77041,TEC-PH-10004539,Technology,Phones,151.192,1,13.2293,20-11-17 0:00,24-11-17 0:00,Central,Wireless Extenders zBoost YX545 SOHO Signal Booster,0.2
Orders_Central.csv,5371,US-2018-136721,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,48237,FUR-FU-10004665,Furniture,Furnishings,273.96,2,71.2296,08-04-18 0:00,12-04-18 0:00,Central,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",None
Orders_Central.csv,5372,US-2018-136721,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,48237,FUR-FU-10004188,Furniture,Furnishings,306.9,3,79.794,08-04-18 0:00,12-04-18 0:00,Central,Luxo Professional Combination Clamp-On Lamps,None
Orders_Central.csv,5373,CA-2016-118738,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Houston,Texas,77041,OFF-PA-10003177,Office Supplies,Paper,15.552,3,5.4432,24-10-16 0:00,30-10-16 0:00,Central,Xerox 1999,0.2
Orders_Central.csv,5374,CA-2016-118738,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Houston,Texas,77041,FUR-TA-10002607,Furniture,Tables,347.361,7,-69.4722,24-10-16 0:00,30-10-16 0:00,Central,KI Conference Tables,0.3
Orders_Central.csv,5375,CA-2016-118738,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Houston,Texas,77041,OFF-PA-10001166,Office Supplies,Paper,10.368,2,3.6288,24-10-16 0:00,30-10-16 0:00,Central,Xerox 2,0.2
Orders_Central.csv,5382,CA-2017-149195,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,OFF-PA-10001870,Office Supplies,Paper,25.92,5,9.072,05-09-17 0:00,07-09-17 0:00,Central,Xerox 202,0.2
Orders_Central.csv,5383,CA-2017-149195,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,OFF-FA-10001843,Office Supplies,Fasteners,15.808,8,5.3352,05-09-17 0:00,07-09-17 0:00,Central,Staples,0.2
Orders_Central.csv,5384,CA-2017-149195,Second Class,DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070,OFF-PA-10002036,Office Supplies,Paper,10.368,2,3.7584,05-09-17 0:00,07-09-17 0:00,Central,Xerox 1930,0.2
Orders_Central.csv,5414,CA-2017-153157,First Class,TB-21625,Trudy Brown,Consumer,United States,Wichita,Kansas,67212,TEC-PH-10003171,Technology,Phones,224.75,5,62.93,11-09-17 0:00,14-09-17 0:00,Central,Plantronics Encore H101 Dual Earpieces Headset,None
Orders_Central.csv,5415,US-2018-125647,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,OFF-AP-10000390,Office Supplies,Appliances,73.176,6,-197.5752,23-09-18 0:00,28-09-18 0:00,Central,Euro Pro Shark Stick Mini Vacuum,0.8
Orders_Central.csv,5416,US-2018-125647,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,OFF-PA-10004888,Office Supplies,Paper,20.736,4,7.2576,23-09-18 0:00,28-09-18 0:00,Central,Xerox 217,0.2
Orders_Central.csv,5417,US-2018-125647,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653,TEC-PH-10004188,Technology,Phones,39.984,2,-8.9964,23-09-18 0:00,28-09-18 0:00,Central,OtterBox Commuter Series Case - Samsung Galaxy S4,0.2
Orders_Central.csv,5418,CA-2015-132542,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104,OFF-BI-10004099,Office Supplies,Binders,15.36,2,7.68,06-10-15 0:00,08-10-15 0:00,Central,GBC VeloBinder Strips,None
Orders_Central.csv,5419,CA-2016-110877,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,OFF-PA-10004621,Office Supplies,Paper,36.288,7,12.7008,23-10-16 0:00,26-10-16 0:00,Central,Xerox 212,0.2
Orders_Central.csv,5420,CA-2016-110877,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041,TEC-PH-10002103,Technology,Phones,150.384,2,15.0384,23-10-16 0:00,26-10-16 0:00,Central,Jabra SPEAK 410,0.2
Orders_Central.csv,5446,CA-2017-128307,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Houston,Texas,77041,OFF-EN-10003040,Office Supplies,Envelopes,20.936,1,7.0659,25-07-17 0:00,29-07-17 0:00,Central,Quality Park Security Envelopes,0.2
Orders_Central.csv,5449,US-2015-119081,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,OFF-SU-10000157,Office Supplies,Supplies,357.93,3,7.1586,12-09-15 0:00,19-09-15 0:00,Central,Compact Automatic Electric Letter Opener,None
Orders_Central.csv,5450,US-2015-119081,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,TEC-AC-10001542,Technology,Accessories,57.4,5,10.906,12-09-15 0:00,19-09-15 0:00,Central,SanDisk Cruzer 16 GB USB Flash Drive,None
Orders_Central.csv,5451,US-2015-119081,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,OFF-BI-10004519,Office Supplies,Binders,331.96,2,149.382,12-09-15 0:00,19-09-15 0:00,Central,GBC DocuBind P100 Manual Binding Machine,None
Orders_Central.csv,5452,US-2015-119081,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,FUR-FU-10003464,Furniture,Furnishings,40.56,2,12.9792,12-09-15 0:00,19-09-15 0:00,Central,"Seth Thomas 8 1/2"" Cubicle Clock",None
Orders_Central.csv,5454,US-2018-108700,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Rockford,Illinois,61107,OFF-PA-10004733,Office Supplies,Paper,38.016,6,13.7808,19-05-18 0:00,23-05-18 0:00,Central,Things To Do Today Spiral Book,0.2
Orders_Central.csv,5467,CA-2015-107706,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095,OFF-PA-10000466,Office Supplies,Paper,16.176,3,6.066,14-02-15 0:00,19-02-15 0:00,Central,"Memo Book, 100 Message Capacity, 5 3/8"" x 11""",0.2
Orders_Central.csv,5475,CA-2018-121741,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025,OFF-ST-10004459,Office Supplies,Storage,750.68,2,37.534,26-12-18 0:00,26-12-18 0:00,Central,Tennsco Single-Tier Lockers,None
Orders_Central.csv,5476,CA-2018-169691,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,OFF-LA-10002312,Office Supplies,Labels,44.4,3,22.2,15-06-18 0:00,18-06-18 0:00,Central,Avery 490,None
Orders_Central.csv,5477,CA-2018-169691,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,OFF-ST-10001291,Office Supplies,Storage,84.55,5,22.8285,15-06-18 0:00,18-06-18 0:00,Central,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",None
Orders_Central.csv,5478,CA-2018-169691,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,OFF-PA-10003022,Office Supplies,Paper,17.94,3,8.7906,15-06-18 0:00,18-06-18 0:00,Central,Xerox 1992,None
Orders_Central.csv,5487,CA-2016-156608,Standard Class,MT-18070,Michelle Tran,Home Office,United States,San Antonio,Texas,78207,OFF-BI-10004140,Office Supplies,Binders,3.592,4,-6.286,24-10-16 0:00,29-10-16 0:00,Central,Avery Non-Stick Binders,0.8
Orders_Central.csv,5492,CA-2018-164098,First Class,CG-12520,Claire Gute,Consumer,United States,Houston,Texas,77070,OFF-ST-10000615,Office Supplies,Storage,18.16,2,1.816,26-01-18 0:00,27-01-18 0:00,Central,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",0.2
Orders_Central.csv,5510,US-2018-152569,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60653,OFF-PA-10001736,Office Supplies,Paper,56.704,2,19.1376,15-05-18 0:00,20-05-18 0:00,Central,Xerox 1880,0.2
Orders_Central.csv,5511,US-2018-152569,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60653,TEC-PH-10002185,Technology,Phones,11.12,2,3.475,15-05-18 0:00,20-05-18 0:00,Central,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,0.2
Orders_Central.csv,5530,CA-2018-136609,Standard Class,TB-21355,Todd Boyes,Corporate,United States,Cedar Hill,Texas,75104,OFF-PA-10004381,Office Supplies,Paper,115.296,3,40.3536,06-08-18 0:00,11-08-18 0:00,Central,14-7/8 x 11 Blue Bar Computer Printout Paper,0.2
Orders_Central.csv,5531,CA-2018-160885,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,68104,TEC-PH-10001795,Technology,Phones,2479.96,4,743.988,02-12-18 0:00,06-12-18 0:00,Central,ClearOne CHATAttach 160 - speaker phone,None
Orders_Central.csv,5539,CA-2016-120551,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Norfolk,Nebraska,68701,OFF-BI-10002071,Office Supplies,Binders,17.43,3,8.0178,13-04-16 0:00,20-04-16 0:00,Central,Fellowes Black Plastic Comb Bindings,None
Orders_Central.csv,5540,US-2018-150595,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,FUR-CH-10000513,Furniture,Chairs,181.986,2,-54.5958,22-05-18 0:00,26-05-18 0:00,Central,High-Back Leather Manager's Chair,0.3
Orders_Central.csv,5541,US-2018-150595,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,OFF-BI-10003274,Office Supplies,Binders,1.592,2,-2.6268,22-05-18 0:00,26-05-18 0:00,Central,"Avery Durable Slant Ring Binders, No Labels",0.8
Orders_Central.csv,5542,US-2018-150595,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,OFF-SU-10000381,Office Supplies,Supplies,22.344,3,2.5137,22-05-18 0:00,26-05-18 0:00,Central,Acme Forged Steel Scissors with Black Enamel Handles,0.2
Orders_Central.csv,5551,US-2015-159618,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,OFF-AR-10003183,Office Supplies,Art,2.672,1,0.334,12-11-15 0:00,16-11-15 0:00,Central,Avery Fluorescent Highlighter Four-Color Set,0.2
Orders_Central.csv,5552,US-2015-159618,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,OFF-SU-10000432,Office Supplies,Supplies,16.656,6,-3.123,12-11-15 0:00,16-11-15 0:00,Central,Acco Side-Punched Conventional Columnar Pads,0.2
Orders_Central.csv,5553,US-2015-159618,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,TEC-AC-10003832,Technology,Accessories,79.512,3,20.8719,12-11-15 0:00,16-11-15 0:00,Central,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,0.2
Orders_Central.csv,5554,US-2015-159618,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,OFF-PA-10004100,Office Supplies,Paper,36.288,7,12.7008,12-11-15 0:00,16-11-15 0:00,Central,Xerox 216,0.2
Orders_Central.csv,5555,US-2015-159618,Standard Class,DB-12970,Darren Budd,Corporate,United States,Houston,Texas,77036,FUR-BO-10004467,Furniture,Bookcases,67.9932,1,-12.9987,12-11-15 0:00,16-11-15 0:00,Central,Bestar Classic Bookcase,0.32
Orders_Central.csv,5565,CA-2018-157966,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,OFF-AR-10000799,Office Supplies,Art,19.456,4,2.1888,13-03-18 0:00,13-03-18 0:00,Central,Col-Erase Pencils with Erasers,0.2
Orders_Central.csv,5566,CA-2018-157966,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,TEC-MA-10002109,Technology,Machines,209.986,2,8.9994,13-03-18 0:00,13-03-18 0:00,Central,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",0.3
Orders_Central.csv,5567,CA-2018-157966,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,OFF-AR-10003338,Office Supplies,Art,29.76,5,1.86,13-03-18 0:00,13-03-18 0:00,Central,"Eberhard Faber 3 1/2"" Golf Pencils",0.2
Orders_Central.csv,5568,CA-2018-157966,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,FUR-CH-10003606,Furniture,Chairs,89.768,1,-2.5648,13-03-18 0:00,13-03-18 0:00,Central,SAFCO Folding Chair Trolley,0.3
Orders_Central.csv,5569,CA-2018-157966,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,TEC-CO-10001449,Technology,Copiers,959.984,2,335.9944,13-03-18 0:00,13-03-18 0:00,Central,Hewlett Packard LaserJet 3310 Copier,0.2
Orders_Central.csv,5570,CA-2018-157966,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,OFF-PA-10001934,Office Supplies,Paper,15.552,3,5.6376,13-03-18 0:00,13-03-18 0:00,Central,Xerox 1993,0.2
Orders_Central.csv,5571,CA-2018-157966,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,TEC-PH-10001527,Technology,Phones,34.36,1,-7.3015,13-03-18 0:00,13-03-18 0:00,Central,Plantronics MX500i Earset,0.2
Orders_Central.csv,5603,CA-2017-117919,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041,OFF-ST-10003572,Office Supplies,Storage,14.16,1,1.062,27-08-17 0:00,29-08-17 0:00,Central,Portfile Personal File Boxes,0.2
Orders_Central.csv,5604,CA-2017-117919,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041,OFF-PA-10004353,Office Supplies,Paper,79.92,5,27.972,27-08-17 0:00,29-08-17 0:00,Central,Southworth 25% Cotton Premium Laser Paper and Envelopes,0.2
Orders_Central.csv,5620,US-2017-124163,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,TEC-AC-10001908,Technology,Accessories,499.95,5,174.9825,25-09-17 0:00,30-09-17 0:00,Central,Logitech Wireless Headset h800,None
Orders_Central.csv,5621,US-2017-124163,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,OFF-AR-10000817,Office Supplies,Art,3.04,1,1.0336,25-09-17 0:00,30-09-17 0:00,Central,Manco Dry-Lighter Erasable Highlighter,None
Orders_Central.csv,5622,US-2017-124163,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,FUR-CH-10004218,Furniture,Chairs,201.96,2,50.49,25-09-17 0:00,30-09-17 0:00,Central,"Global Fabric Manager's Chair, Dark Gray",None
Orders_Central.csv,5623,US-2017-124163,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,FUR-FU-10000755,Furniture,Furnishings,68.64,11,17.16,25-09-17 0:00,30-09-17 0:00,Central,Eldon Expressions Mahogany Wood Desk Collection,None
Orders_Central.csv,5635,CA-2016-134943,First Class,SU-20665,Stephanie Ulpright,Home Office,United States,Ann Arbor,Michigan,48104,OFF-BI-10000666,Office Supplies,Binders,152.8,5,76.4,05-12-16 0:00,06-12-16 0:00,Central,Surelock Post Binders,None
Orders_Central.csv,5638,CA-2018-113208,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Dearborn,Michigan,48126,FUR-FU-10004245,Furniture,Furnishings,60.84,3,23.1192,26-03-18 0:00,02-04-18 0:00,Central,"Career Cubicle Clock, 8 1/4"", Black",None
Orders_Central.csv,5673,CA-2018-127922,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Dallas,Texas,75081,OFF-EN-10003068,Office Supplies,Envelopes,15.84,2,5.544,27-10-18 0:00,03-11-18 0:00,Central,#6 3/4 Gummed Flap White Envelopes,0.2
Orders_Central.csv,5674,CA-2018-127922,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Dallas,Texas,75081,OFF-PA-10001204,Office Supplies,Paper,8.448,2,2.64,27-10-18 0:00,03-11-18 0:00,Central,Xerox 1972,0.2
Orders_Central.csv,5678,CA-2015-126802,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Chicago,Illinois,60610,FUR-FU-10000193,Furniture,Furnishings,38.976,3,-50.6688,29-12-15 0:00,05-01-16 0:00,Central,Tenex Chairmats For Use with Hard Floors,0.6
Orders_Central.csv,5679,CA-2017-143924,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Holland,Michigan,49423,OFF-FA-10000735,Office Supplies,Fasteners,20.44,7,9.198,28-07-17 0:00,03-08-17 0:00,Central,Staples,None
Orders_Central.csv,5680,CA-2017-143924,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Holland,Michigan,49423,OFF-PA-10002120,Office Supplies,Paper,109.92,2,53.8608,28-07-17 0:00,03-08-17 0:00,Central,Xerox 1889,None
Orders_Central.csv,5681,CA-2017-141551,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,74012,OFF-BI-10001249,Office Supplies,Binders,6.38,1,2.9348,24-09-17 0:00,30-09-17 0:00,Central,Avery Heavy-Duty EZD View Binder with Locking Rings,None
Orders_Central.csv,5682,CA-2017-141551,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,74012,OFF-PA-10001569,Office Supplies,Paper,6.48,1,3.1104,24-09-17 0:00,30-09-17 0:00,Central,Xerox 232,None
Orders_Central.csv,5690,CA-2016-119550,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Houston,Texas,77070,FUR-CH-10002044,Furniture,Chairs,275.058,3,-90.3762,26-12-16 0:00,31-12-16 0:00,Central,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",0.3
Orders_Central.csv,5697,CA-2018-126123,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,OFF-BI-10000309,Office Supplies,Binders,27.396,9,-42.4638,14-10-18 0:00,18-10-18 0:00,Central,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",0.8
Orders_Central.csv,5698,CA-2018-126123,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,OFF-BI-10004224,Office Supplies,Binders,13.456,1,-23.548,14-10-18 0:00,18-10-18 0:00,Central,Catalog Binders with Expanding Posts,0.8
Orders_Central.csv,5699,CA-2017-143441,Same Day,EB-14170,Evan Bailliet,Consumer,United States,Laredo,Texas,78041,OFF-LA-10002312,Office Supplies,Labels,11.84,1,4.44,05-11-17 0:00,05-11-17 0:00,Central,Avery 490,0.2
Orders_Central.csv,5713,CA-2018-115805,Same Day,KW-16435,Katrina Willman,Consumer,United States,Chicago,Illinois,60653,TEC-PH-10003092,Technology,Phones,36.792,1,4.1391,31-07-18 0:00,31-07-18 0:00,Central,Motorola L804,0.2
Orders_Central.csv,5716,CA-2016-124107,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,TEC-AC-10002049,Technology,Accessories,619.95,5,111.591,09-10-16 0:00,12-10-16 0:00,Central,Logitech G19 Programmable Gaming Keyboard,None
Orders_Central.csv,5717,CA-2016-124107,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,TEC-PH-10003875,Technology,Phones,29.16,3,8.4564,09-10-16 0:00,12-10-16 0:00,Central,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,None
Orders_Central.csv,5718,CA-2016-124107,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,OFF-EN-10003286,Office Supplies,Envelopes,57.96,7,27.2412,09-10-16 0:00,12-10-16 0:00,Central,Staple envelope,None
Orders_Central.csv,5719,CA-2016-124107,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,OFF-AP-10003971,Office Supplies,Appliances,29.403,3,5.2272,09-10-16 0:00,12-10-16 0:00,Central,Belkin 6 Outlet Metallic Surge Strip,0.1
Orders_Central.csv,5720,CA-2018-126550,Second Class,RD-19720,Roger Demir,Consumer,United States,Lafayette,Indiana,47905,OFF-ST-10001031,Office Supplies,Storage,81.4,5,21.164,29-03-18 0:00,02-04-18 0:00,Central,Adjustable Personal File Tote,None
Orders_Central.csv,5725,CA-2015-103191,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,OFF-ST-10002574,Office Supplies,Storage,331.536,3,-82.884,22-09-15 0:00,27-09-15 0:00,Central,"SAFCO Commercial Wire Shelving, Black",0.2
Orders_Central.csv,5727,CA-2016-110548,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Houston,Texas,77095,TEC-PH-10002922,Technology,Phones,946.344,7,118.293,04-05-16 0:00,08-05-16 0:00,Central,ShoreTel ShorePhone IP 230 VoIP phone,0.2
Orders_Central.csv,5728,CA-2018-117324,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,TEC-AC-10003023,Technology,Accessories,178.11,3,32.0598,08-12-18 0:00,13-12-18 0:00,Central,Logitech G105 Gaming Keyboard,None
Orders_Central.csv,5729,CA-2018-117324,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,OFF-AP-10003590,Office Supplies,Appliances,1089.75,3,305.13,08-12-18 0:00,13-12-18 0:00,Central,Hoover WindTunnel Plus Canister Vacuum,None
Orders_Central.csv,5730,CA-2018-117324,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,OFF-LA-10003510,Office Supplies,Labels,61.06,2,28.0876,08-12-18 0:00,13-12-18 0:00,Central,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",None
Orders_Central.csv,5731,CA-2018-117324,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,FUR-BO-10003159,Furniture,Bookcases,459.92,4,41.3928,08-12-18 0:00,13-12-18 0:00,Central,"Sauder Camden County Collection Libraries, Planked Cherry Finish",None
Orders_Central.csv,5732,CA-2018-117324,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,OFF-PA-10002713,Office Supplies,Paper,27.52,4,12.6592,08-12-18 0:00,13-12-18 0:00,Central,"Adams Phone Message Book, 200 Message Capacity, 8 1/16"" x 11""",None
Orders_Central.csv,5751,CA-2015-145800,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,FUR-TA-10001539,Furniture,Tables,355.455,3,-184.8366,30-05-15 0:00,05-06-15 0:00,Central,Chromcraft Rectangular Conference Tables,0.5
Orders_Central.csv,5756,CA-2015-163748,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,OFF-AP-10004052,Office Supplies,Appliances,3.16,4,-8.532,14-10-15 0:00,18-10-15 0:00,Central,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",0.8
Orders_Central.csv,5757,CA-2015-163748,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,TEC-CO-10002095,Technology,Copiers,1999.96,5,624.9875,14-10-15 0:00,18-10-15 0:00,Central,Hewlett Packard 610 Color Digital Copier / Printer,0.2
Orders_Central.csv,5767,CA-2017-149685,Standard Class,PM-19135,Peter McVee,Home Office,United States,San Antonio,Texas,78207,OFF-LA-10004545,Office Supplies,Labels,60.144,6,20.2986,08-10-17 0:00,15-10-17 0:00,Central,Avery 50,0.2
Orders_Central.csv,5768,CA-2018-126396,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,77070,TEC-AC-10003116,Technology,Accessories,85.2,6,20.235,08-09-18 0:00,12-09-18 0:00,Central,Memorex Froggy Flash Drive 8 GB,0.2
Orders_Central.csv,5773,CA-2016-158939,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807,TEC-CO-10002313,Technology,Copiers,599.99,1,233.9961,26-11-16 0:00,01-12-16 0:00,Central,Canon PC1080F Personal Copier,None
